Designation,Strength,dB,Prediction Date,Detection Date
FS-2011-052,1148,2040.1444214909313,2012-01-07.0,2012-01-01
FS-2011-052,1228,2182.3979446081353,2012-01-07.4,2012-01-01
FS-2011-052,954,1695.2211194376428,2012-01-07.0,2012-01-02
FS-2011-052,1092,1940.5726118546827,2012-01-07.5,2012-01-02
FS-2011-052,824,1464.1254484649048,2012-01-07.5,2012-01-03
FS-2011-052,799,1419.6881201732153,2012-01-06.8,2012-01-03
FS-2011-052,645,1145.9895162638436,2012-01-07.3,2012-01-04
FS-2011-052,535,950.5367734263449,2012-01-06.7,2012-01-04
FS-2011-052,318,565.1555687793328,2012-01-07.2,2012-01-05
FS-2011-052,408,724.9482300327933,2012-01-06.6,2012-01-05
FS-2011-052,390,692.9835567764424,2012-01-07.1,2012-01-06
FS-2011-052,405,719.6206058351622,2012-01-06.6,2012-01-06
FS-2011-052,218,387.74975210618544,2012-01-07.2,2012-01-07
FS-2012-001,532,945.2069235189682,2012-01-14.3,2012-01-11
FS-2012-001,861,1529.895267348126,2012-01-14.1,2012-01-12
FS-2012-001,725,1288.1625227482534,2012-01-14.7,2012-01-12
FS-2012-001,954,1695.2211194376428,2012-01-14.5,2012-01-13
FS-2012-001,1003,1782.334912833721,2012-01-14.0,2012-01-13
FS-2012-001,818,1453.4603587657107,2012-01-14.6,2012-01-14
FS-2012-001,383,680.5535739125819,2012-01-14.3,2012-01-14
FS-2012-001,53,97.03913110994624,2012-01-15.1,2012-01-15
FS-2012-002,719,1277.498907213402,2012-01-25.1,2012-01-14
FS-2012-002,1421,2525.6200365087348,2012-01-25.3,2012-01-15
FS-2012-002,990,1759.222669378154,2012-01-25.7,2012-01-15
FS-2012-002,1790,3181.9512265652525,2012-01-25.4,2012-01-16
FS-2012-002,1471,2614.545167459124,2012-01-25.8,2012-01-16
FS-2012-002,1683,2991.6184547931693,2012-01-25.9,2012-01-17
FS-2012-002,1920,3413.211128443615,2012-01-25.5,2012-01-17
FS-2012-002,1785,3173.0569263244415,2012-01-25.6,2012-01-18
FS-2012-002,1723,3062.769587901497,2012-01-26.1,2012-01-18
FS-2012-002,1223,2173.506832355978,2012-01-25.6,2012-01-19
FS-2012-002,1244,2210.849736174771,2012-01-26.0,2012-01-19
FS-2012-002,929,1650.7770135692645,2012-01-25.9,2012-01-20
FS-2012-002,995,1768.1119584348062,2012-01-25.5,2012-01-20
FS-2012-002,915,1625.888837905357,2012-01-25.9,2012-01-21
FS-2012-002,969,1721.8881446831263,2012-01-25.5,2012-01-21
FS-2012-002,970,1723.6659610796175,2012-01-25.5,2012-01-22
FS-2012-002,1047,1860.563138574795,2012-01-26.0,2012-01-22
FS-2012-002,1224,2175.2850520237303,2012-01-26.1,2012-01-23
FS-2012-002,1113,1977.911473598575,2012-01-25.6,2012-01-23
FS-2012-002,1349,2397.5730942509454,2012-01-25.6,2012-01-24
FS-2012-002,1404,2495.3861630611113,2012-01-26.1,2012-01-24
FS-2012-002,1438,2555.854253199051,2012-01-25.7,2012-01-25
FS-2012-002,1765,3137.479962396113,2012-01-26.2,2012-01-25
FS-2012-002,1144,2033.0319906304258,2012-01-26.5,2012-01-26
FS-2012-002,378,671.6752770161698,2012-01-26.3,2012-01-26
FS-2012-002,163,290.31606332721844,2012-01-27.2,2012-01-27
FS-2012-003,403,716.0688951486285,2012-01-20.4,2012-01-15
FS-2012-003,412,732.0518358426349,2012-01-20.5,2012-01-16
FS-2012-003,447,794.2132453388529,2012-01-21.0,2012-01-16
FS-2012-003,447,794.2132453388529,2012-01-21.0,2012-01-17
FS-2012-003,445,790.6609436192277,2012-01-20.4,2012-01-17
FS-2012-003,562,998.5071857378784,2012-01-20.3,2012-01-18
FS-2012-003,440,781.7803014599641,2012-01-20.9,2012-01-18
FS-2012-003,479,851.0533641860718,2012-01-20.3,2012-01-19
FS-2012-003,505,897.2401559918026,2012-01-20.9,2012-01-19
FS-2012-003,377,669.8996445313944,2012-01-20.9,2012-01-20
FS-2012-003,316,561.6056442095089,2012-01-20.4,2012-01-20
FS-2012-003,67,121.26356231106917,2012-01-21.1,2012-01-21
FS-2012-004,513,911.452169165305,2012-01-25.4,2012-01-17
FS-2012-004,359,637.9398684049869,2012-01-24.8,2012-01-17
FS-2012-004,144,256.70476588467557,2012-01-24.3,2012-01-18
FS-2012-004,443,787.1086674134274,2012-01-25.3,2012-01-18
FS-2012-004,36,68.28105335467373,2012-01-24.3,2012-01-19
FS-2012-004,134,239.03017517040024,2012-01-24.8,2012-01-19
FS-2012-004,10,33.60354418247492,2012-01-24.8,2012-01-20
FS-2012-004,9,33.59241415242629,2012-01-24.3,2012-01-20
FS-2012-005,569,1010.9444569740488,2012-01-23.1,2012-01-17
FS-2012-005,738,1311.2673560082728,2012-01-23.1,2012-01-18
FS-2012-005,622,1105.1184572685358,2012-01-23.7,2012-01-18
FS-2012-005,653,1160.2059443627393,2012-01-23.2,2012-01-19
FS-2012-005,638,1133.5503119105397,2012-01-23.7,2012-01-19
FS-2012-005,465,826.1850718541721,2012-01-23.7,2012-01-20
FS-2012-005,441,783.556416957226,2012-01-23.2,2012-01-20
FS-2012-005,152,270.8527016020711,2012-01-23.8,2012-01-21
FS-2012-005,144,256.70476588467557,2012-01-23.4,2012-01-21
FS-2012-005,118,210.78126843524862,2012-01-23.3,2012-01-22
FS-2012-005,94,168.51406822819823,2012-01-23.9,2012-01-22
FS-2012-005,58,105.65578917725813,2012-01-23.8,2012-01-23
FS-2012-005,65,117.78629666296432,2012-01-23.3,2012-01-23
FS-2012-006,494,877.6991598286767,2012-02-11.9,2012-02-01
FS-2012-006,693,1231.2910636468641,2012-02-11.4,2012-02-01
FS-2012-006,866,1538.7833078814651,2012-02-11.3,2012-02-02
FS-2012-006,875,1554.7819135699397,2012-02-11.8,2012-02-02
FS-2012-006,914,1624.1111257216621,2012-02-11.8,2012-02-03
FS-2012-006,804,1428.5754700835387,2012-02-11.3,2012-02-03
FS-2012-006,809,1437.462878362377,2012-02-11.8,2012-02-04
FS-2012-006,639,1135.3273312622891,2012-02-11.2,2012-02-04
FS-2012-006,626,1112.226339734178,2012-02-11.8,2012-02-05
FS-2012-006,543,964.7499020944703,2012-02-11.3,2012-02-05
FS-2012-006,282,501.26606520423474,2012-02-11.2,2012-02-06
FS-2012-006,455,808.422702771478,2012-02-11.8,2012-02-06
FS-2012-006,153,272.6216486438206,2012-02-11.8,2012-02-07
FS-2012-006,33,63.35769448391092,2012-02-11.2,2012-02-07
FS-2012-007,387,687.6563697040324,2012-02-22.2,2012-02-15
FS-2012-007,406,721.3964728530277,2012-02-22.7,2012-02-15
FS-2012-007,437,776.4519942562243,2012-02-22.6,2012-02-16
FS-2012-007,389,691.2078192563629,2012-02-22.1,2012-02-16
FS-2012-007,392,696.5350570664114,2012-02-22.6,2012-02-17
FS-2012-007,319,566.9305513425594,2012-02-22.0,2012-02-17
FS-2012-007,279,495.94290743684815,2012-02-22.5,2012-02-18
FS-2012-007,278,494.16855851949856,2012-02-21.9,2012-02-18
FS-2012-007,285,506.58938605855275,2012-02-22.4,2012-02-19
FS-2012-007,309,549.1813450919445,2012-02-21.9,2012-02-19
FS-2012-007,288,511.91286572952833,2012-02-22.4,2012-02-20
FS-2012-007,275,488.8456251535799,2012-02-21.9,2012-02-20
FS-2012-007,275,488.8456251535799,2012-02-22.0,2012-02-21
FS-2012-007,288,511.91286572952833,2012-02-22.5,2012-02-21
FS-2012-007,328,582.9059848913519,2012-02-22.6,2012-02-22
FS-2012-007,322,572.2555789331045,2012-02-22.3,2012-02-22
FS-2012-007,30,58.51459605645158,2012-02-23.1,2012-02-23
FS-2012-008,451,801.3179243954075,2012-02-24.0,2012-02-21
FS-2012-008,438,778.2280900787576,2012-02-24.6,2012-02-22
FS-2012-008,495,879.4755884801734,2012-02-24.0,2012-02-22
FS-2012-008,515,915.005221118399,2012-02-24.0,2012-02-23
FS-2012-008,483,858.1587915811039,2012-02-24.5,2012-02-23
FS-2012-008,201,357.61782834024484,2012-02-24.2,2012-02-24
FS-2012-008,393,698.3108197424375,2012-02-24.5,2012-02-24
FS-2012-009,631,1121.111269397138,2012-03-29.2,2012-03-19
FS-2012-009,660,1172.645486130527,2012-03-29.7,2012-03-20
FS-2012-009,852,1513.8969286892432,2012-03-29.3,2012-03-20
FS-2012-009,692,1229.5138773360527,2012-03-29.3,2012-03-21
FS-2012-009,703,1249.0630851755975,2012-03-29.9,2012-03-21
FS-2012-009,574,1019.8283425318602,2012-03-29.9,2012-03-22
FS-2012-009,617,1096.2336817147714,2012-03-29.4,2012-03-22
FS-2012-009,583,1035.8195840203261,2012-03-29.9,2012-03-23
FS-2012-009,492,874.1463181097007,2012-03-29.3,2012-03-23
FS-2012-009,384,682.3292598229366,2012-03-29.3,2012-03-24
FS-2012-009,479,851.0533641860718,2012-03-29.9,2012-03-24
FS-2012-009,379,673.4509185358532,2012-03-29.3,2012-03-25
FS-2012-009,427,758.6914053954346,2012-03-29.8,2012-03-25
FS-2012-009,414,735.6036838422352,2012-03-29.8,2012-03-26
FS-2012-009,388,689.4320902162069,2012-03-29.3,2012-03-26
FS-2012-009,498,884.8049053625961,2012-03-29.8,2012-03-27
FS-2012-009,440,781.7803014599641,2012-03-29.3,2012-03-27
FS-2012-009,426,756.9153841621181,2012-03-29.8,2012-03-28
FS-2012-009,338,600.6576541957161,2012-03-29.2,2012-03-28
FS-2012-009,205,364.70664418079963,2012-03-29.3,2012-03-29
FS-2012-009,320,568.7055472891522,2012-03-29.7,2012-03-29
FS-2012-009,15,37.18599003913429,2012-03-30.1,2012-03-30
FS-2012-010,521,925.6644915137819,2012-04-09.8,2012-04-08
FS-2012-010,401,712.5172158722983,2012-04-09.3,2012-04-08
FS-2012-010,264,469.3297274048873,2012-04-09.4,2012-04-09
FS-2012-010,538,955.8666635643821,2012-04-09.9,2012-04-09
FS-2012-010,79,142.20551193583893,2012-04-10.1,2012-04-10
FS-2012-011,602,1069.5798831675525,2012-05-07.8,2012-05-01
FS-2012-011,424,753.3633626693254,2012-05-08.3,2012-05-01
FS-2012-011,582,1034.0427639006602,2012-05-07.8,2012-05-02
FS-2012-011,640,1137.1043539083603,2012-05-08.3,2012-05-02
FS-2012-011,602,1069.5798831675525,2012-05-07.7,2012-05-03
FS-2012-011,494,877.6991598286767,2012-05-08.3,2012-05-03
FS-2012-011,568,1009.1676918272124,2012-05-08.3,2012-05-04
FS-2012-011,611,1085.5720662875167,2012-05-07.8,2012-05-04
FS-2012-011,491,872.3699050827455,2012-05-07.7,2012-05-05
FS-2012-011,477,847.5006834399585,2012-05-08.3,2012-05-05
FS-2012-011,350,621.961191465938,2012-05-07.7,2012-05-06
FS-2012-011,383,680.5535739125819,2012-05-08.2,2012-05-06
FS-2012-011,464,824.408808254814,2012-05-08.2,2012-05-07
FS-2012-011,432,767.5716150756348,2012-05-07.7,2012-05-07
FS-2012-011,63,114.31370106934986,2012-05-08.1,2012-05-08
FS-2012-011,381,677.0022284687055,2012-05-08.3,2012-05-08
FS-2012-012,531,943.4303158947856,2012-05-04.4,2012-05-02
FS-2012-012,568,1009.1676918272124,2012-05-04.9,2012-05-02
FS-2012-012,647,1149.5436039783785,2012-05-04.4,2012-05-03
FS-2012-012,634,1126.4422676146294,2012-05-04.9,2012-05-03
FS-2012-012,928,1648.9992741216954,2012-05-04.9,2012-05-04
FS-2012-012,786,1396.5812872489878,2012-05-04.6,2012-05-04
FS-2012-012,155,276.1598256062037,2012-05-05.1,2012-05-05
FS-2012-012,468,831.5138975813778,2012-05-05.3,2012-05-05
FS-2012-013,446,792.4370913043991,2012-05-24.1,2012-05-16
FS-2012-013,426,756.9153841621181,2012-05-24.6,2012-05-16
FS-2012-013,509,904.3461233640752,2012-05-24.2,2012-05-17
FS-2012-013,568,1009.1676918272124,2012-05-24.7,2012-05-17
FS-2012-013,573,1018.051557484351,2012-05-24.8,2012-05-18
FS-2012-013,493,875.9227363651229,2012-05-24.4,2012-05-18
FS-2012-013,439,780.0041924902813,2012-05-24.5,2012-05-19
FS-2012-013,451,801.3179243954075,2012-05-24.9,2012-05-19
FS-2012-013,336,597.1072243353817,2012-05-24.4,2012-05-20
FS-2012-013,330,586.4562213829436,2012-05-24.9,2012-05-20
FS-2012-013,193,343.44235956965935,2012-05-24.9,2012-05-21
FS-2012-013,157,279.69836833169967,2012-05-24.4,2012-05-21
FS-2012-013,88,157.97728606167675,2012-05-24.9,2012-05-22
FS-2012-013,29,56.922364355270275,2012-05-24.4,2012-05-22
FS-2012-013,7,35.081581972774124,2012-05-24.8,2012-05-23
FS-2012-013,93,166.75688437083895,2012-05-24.2,2012-05-23
FS-2012-013,73,131.71957003626002,2012-05-24.7,2012-05-24
FS-2012-013,85,152.71511025644554,2012-05-24.2,2012-05-24
FS-2012-014,547,971.8565713328774,2012-05-31.1,2012-05-20
FS-2012-014,913,1622.3334155057698,2012-05-31.6,2012-05-21
FS-2012-014,1137,2020.585294501783,2012-05-31.1,2012-05-21
FS-2012-014,1661,2952.486012203913,2012-05-31.7,2012-05-22
FS-2012-014,1970,3502.161266906462,2012-05-31.2,2012-05-22
FS-2012-014,2192,3897.125185015771,2012-05-31.7,2012-05-23
FS-2012-014,2285,4062.594667136228,2012-05-31.3,2012-05-23
FS-2012-014,2231,3966.514808276596,2012-05-31.8,2012-05-24
FS-2012-014,2355,4187.145876382629,2012-05-31.2,2012-05-24
FS-2012-014,2280,4053.698291417568,2012-05-31.7,2012-05-25
FS-2012-014,2175,3866.87879553374,2012-05-31.2,2012-05-25
FS-2012-014,2132,3790.374237353198,2012-05-31.2,2012-05-26
FS-2012-014,2045,3635.5904922177792,2012-05-31.7,2012-05-26
FS-2012-014,2056,3655.1605087208045,2012-05-31.2,2012-05-27
FS-2012-014,2049,3642.7068502539746,2012-05-31.7,2012-05-27
FS-2012-014,2031,3610.6833439034385,2012-05-31.1,2012-05-28
FS-2012-014,1960,3484.3710654599427,2012-05-31.6,2012-05-28
FS-2012-014,1921,3414.9901097922298,2012-05-31.6,2012-05-29
FS-2012-014,1920,3413.211128443615,2012-05-31.1,2012-05-29
FS-2012-014,1783,3169.4992128434383,2012-05-31.1,2012-05-30
FS-2012-014,1726,3068.105986453161,2012-05-31.6,2012-05-30
FS-2012-014,928,1648.9992741216954,2012-05-31.4,2012-05-31
FS-2012-014,1552,2758.6099192581264,2012-05-31.7,2012-05-31
FS-2012-014,342,607.7586532803329,2012-06-01.2,2012-06-01
FS-2012-015,366,650.3682991820009,2012-06-20.8,2012-06-13
FS-2012-015,446,792.4370913043991,2012-06-21.3,2012-06-13
FS-2012-015,342,607.7586532803329,2012-06-21.3,2012-06-14
FS-2012-015,137,244.33122121274286,2012-06-21.1,2012-06-14
FS-2012-015,129,230.19791670453935,2012-06-20.6,2012-06-15
FS-2012-015,172,306.24787467220585,2012-06-21.1,2012-06-15
FS-2012-015,18,40.746217159185534,2012-06-20.7,2012-06-16
FS-2012-015,110,196.67504213402145,2012-06-21.1,2012-06-16
FS-2012-015,11,33.93528865604407,2012-06-21.5,2012-06-17
FS-2012-016,1011,1796.5579793910274,2012-06-27.2,2012-06-19
FS-2012-016,475,843.9480249017444,2012-06-27.1,2012-06-19
FS-2012-016,872,1549.449026151538,2012-06-27.7,2012-06-20
FS-2012-016,853,1515.6745132890012,2012-06-27.2,2012-06-20
FS-2012-016,729,1295.2716540171186,2012-06-27.6,2012-06-21
FS-2012-016,658,1169.0913155851817,2012-06-27.2,2012-06-21
FS-2012-016,345,613.0845220513237,2012-06-27.3,2012-06-22
FS-2012-016,473,840.3953887550445,2012-06-27.7,2012-06-22
FS-2012-016,245,435.6267336729197,2012-06-27.3,2012-06-23
FS-2012-016,193,343.44235956965935,2012-06-27.7,2012-06-23
FS-2012-016,146,260.24111535349056,2012-06-27.3,2012-06-24
FS-2012-016,145,258.47288531368815,2012-06-28.0,2012-06-24
FS-2012-017,573,1018.051557484351,2012-07-04.1,2012-06-25
FS-2012-017,546,970.0798975463748,2012-07-03.8,2012-06-25
FS-2012-017,611,1085.5720662875167,2012-07-04.3,2012-06-26
FS-2012-017,426,756.9153841621181,2012-07-03.9,2012-06-26
FS-2012-017,392,696.5350570664114,2012-07-04.2,2012-06-27
FS-2012-017,244,433.8531363732369,2012-07-03.6,2012-06-27
FS-2012-017,195,346.9859437315706,2012-07-04.0,2012-06-28
FS-2012-017,118,210.78126843524862,2012-07-03.7,2012-06-28
FS-2012-017,71,128.23053708846894,2012-07-04.4,2012-06-29
FS-2012-017,34,64.99094390049028,2012-07-04.0,2012-06-29
FS-2012-017,17,39.49031707849512,2012-07-04.4,2012-06-30
FS-2012-018,476,845.7243513834514,2012-07-05.6,2012-06-27
FS-2012-018,477,847.5006834399585,2012-07-05.1,2012-06-27
FS-2012-018,583,1035.8195840203261,2012-07-05.7,2012-06-28
FS-2012-018,622,1105.1184572685358,2012-07-05.2,2012-06-28
FS-2012-018,669,1188.639407573977,2012-07-05.7,2012-06-29
FS-2012-018,722,1282.8307027169622,2012-07-05.3,2012-06-29
FS-2012-018,673,1195.7478970360432,2012-07-05.8,2012-06-30
FS-2012-018,672,1193.9707701022646,2012-07-05.3,2012-06-30
FS-2012-018,651,1156.651818091232,2012-07-05.2,2012-07-01
FS-2012-018,587,1042.926902778188,2012-07-05.8,2012-07-01
FS-2012-018,585,1039.3732357659158,2012-07-05.7,2012-07-02
FS-2012-018,705,1252.6175237205978,2012-07-05.1,2012-07-02
FS-2012-018,781,1387.6941517475434,2012-07-04.9,2012-07-03
FS-2012-018,710,1261.503669407666,2012-07-05.4,2012-07-03
FS-2012-018,687,1220.6279894984661,2012-07-05.4,2012-07-04
FS-2012-018,787,1398.3587215960451,2012-07-04.9,2012-07-04
FS-2012-018,602,1069.5798831675525,2012-07-05.3,2012-07-05
FS-2012-018,766,1361.0331122241998,2012-07-05.5,2012-07-05
FS-2012-018,130,231.96407196804964,2012-07-06.1,2012-07-06
FS-2012-019,626,1112.226339734178,2012-07-23.0,2012-07-12
FS-2012-019,1435,2550.51877844021,2012-07-23.1,2012-07-13
FS-2012-019,1100,1954.7968585958204,2012-07-23.6,2012-07-13
FS-2012-019,1652,2936.4774268474152,2012-07-23.2,2012-07-14
FS-2012-019,1645,2924.026361996521,2012-07-23.7,2012-07-14
FS-2012-019,1752,3114.355140633042,2012-07-23.2,2012-07-15
FS-2012-019,1806,3210.4131454479802,2012-07-23.7,2012-07-15
FS-2012-019,1896,3370.515841582268,2012-07-23.1,2012-07-16
FS-2012-019,2061,3664.056003853494,2012-07-23.6,2012-07-16
FS-2012-019,2107,3745.8955202670054,2012-07-23.6,2012-07-17
FS-2012-019,1852,3292.2424884315333,2012-07-23.1,2012-07-17
FS-2012-019,1555,2763.9457899469894,2012-07-23.0,2012-07-18
FS-2012-019,1842,3274.453334953036,2012-07-23.6,2012-07-18
FS-2012-019,1501,2667.9016279778234,2012-07-22.9,2012-07-19
FS-2012-019,1707,3034.3089447444954,2012-07-23.4,2012-07-19
FS-2012-019,1666,2961.3797062698713,2012-07-23.4,2012-07-20
FS-2012-019,1385,2461.5957748298406,2012-07-22.9,2012-07-20
FS-2012-019,1225,2177.0632730840766,2012-07-22.9,2012-07-21
FS-2012-019,1320,2346.0004481652372,2012-07-23.4,2012-07-21
FS-2012-019,1230,2185.954399230921,2012-07-22.9,2012-07-22
FS-2012-019,1174,2086.3758013157503,2012-07-23.4,2012-07-22
FS-2012-019,1016,1805.4474524662041,2012-07-23.6,2012-07-23
FS-2012-019,506,899.0166404184617,2012-07-23.4,2012-07-23
FS-2012-019,149,265.5464478613485,2012-07-24.2,2012-07-24
FS-2012-020,452,803.0941097477138,2012-07-18.6,2012-07-16
FS-2012-020,501,890.1342682233953,2012-07-19.1,2012-07-16
FS-2012-020,544,966.5265629129026,2012-07-19.1,2012-07-17
FS-2012-020,543,964.7499020944703,2012-07-18.7,2012-07-17
FS-2012-020,464,824.408808254814,2012-07-19.0,2012-07-18
FS-2012-020,563,1000.283926595668,2012-07-19.2,2012-07-18
FS-2012-020,261,464.00764853399266,2012-07-19.3,2012-07-19
FS-2012-020,451,801.3179243954075,2012-07-19.5,2012-07-19
FS-2012-020,22,46.24137808396447,2012-07-20.1,2012-07-20
FS-2012-021,528,938.100520274973,2012-07-21.5,2012-07-19
FS-2012-021,485,861.7115378761972,2012-07-22.0,2012-07-20
FS-2012-021,755,1341.482039840776,2012-07-21.4,2012-07-20
FS-2012-021,618,1098.0106298851617,2012-07-21.4,2012-07-21
FS-2012-021,610,1083.795142737679,2012-07-21.9,2012-07-21
FS-2012-021,102,182.58466116403005,2012-07-22.1,2012-07-22
FS-2012-022,444,788.8848023124534,2012-07-25.2,2012-07-20
FS-2012-022,532,945.2069235189682,2012-07-25.2,2012-07-21
FS-2012-022,448,795.9894056937134,2012-07-25.7,2012-07-21
FS-2012-022,507,900.793129801651,2012-07-25.3,2012-07-22
FS-2012-022,498,884.8049053625961,2012-07-25.8,2012-07-22
FS-2012-022,432,767.5716150756348,2012-07-25.8,2012-07-23
FS-2012-022,387,687.6563697040324,2012-07-25.3,2012-07-23
FS-2012-022,215,382.43154261836764,2012-07-25.2,2012-07-24
FS-2012-022,263,467.5556794122088,2012-07-25.8,2012-07-24
FS-2012-022,87,156.22273060463334,2012-07-25.4,2012-07-25
FS-2012-022,10,33.60354418247492,2012-07-25.1,2012-07-25
FS-2012-023,698,1240.1770385641662,2012-07-31.9,2012-07-20
FS-2012-023,1665,2959.600965431352,2012-07-31.8,2012-07-21
FS-2012-023,1069,1899.6784702866769,2012-08-01.4,2012-07-21
FS-2012-023,2632,4680.0469287625365,2012-08-01.0,2012-07-22
FS-2012-023,2120,3769.0243905088937,2012-08-01.4,2012-07-22
FS-2012-023,2763,4913.169665517473,2012-08-01.6,2012-07-23
FS-2012-023,3076,5470.215804277958,2012-08-01.2,2012-07-23
FS-2012-023,3116,5541.407959989283,2012-08-01.2,2012-07-24
FS-2012-023,3144,5591.243007872917,2012-08-01.7,2012-07-24
FS-2012-023,3141,5585.903517361175,2012-08-01.7,2012-07-25
FS-2012-023,3211,5710.492936714191,2012-08-01.2,2012-07-25
FS-2012-023,3123,5553.866680541931,2012-08-01.3,2012-07-26
FS-2012-023,3073,5464.876429359962,2012-08-01.8,2012-07-26
FS-2012-023,2983,5304.697598111205,2012-08-01.8,2012-07-27
FS-2012-023,2843,5055.54004245857,2012-08-01.3,2012-07-27
